last,first,instructor_avg,course_avg,overall_avg,courses,confidence
Davis,Blake,4.39,4.07,4.23,"['IPRO497', 'CHE496', 'INTM459', 'IPRO397', 'INTM497', 'INT459']",37
Davis,Jenelle,4.72,4.52,4.619999999999999,"['HUM200', 'HIST380']",2
Davis,Michael,4.26,4.04,4.15,"['PHIL333', 'PHIL362', 'PHIL371', 'PHIL360', 'PHIL332', 'PHIL370']",15
Davis,Shawn,4.67,4.4,4.535,"['ITMO456', 'ITMS448', 'IT']",6
De Azevedo Estrela F,Paula Regina,4.04,4.0,4.02,['IPRO100'],1
De Ojeda,William,,,,['MMAE313'],
de Rege Thesauro,Francesco,4.08,3.92,4.0,['CHEM415'],1
Deanda,Michael,3.48,3.0,3.24,['HUM208'],2
Deaton,Clifford,4.5,3.71,4.105,['SSCI354'],1
Deaton,Eric,4.18,3.64,3.91,['IPRO497'],1
DeBord,David,3.49,3.35,3.42,['CAE461'],5
Deery,Simon,,,,['MSF543'],
Deis,Christopher,4.23,4.22,4.225,"['PS285', 'SSCI285', 'SSCI210', 'SSCI321']",7
Demirdoven,Julide,4.2,4.15,4.175000000000001,"['CAE573', 'EG430', 'CAE515']",9
Demopoulos,Carly,3.22,3.61,3.415,['PSYC435'],1
Demou,Zoe,4.59,4.54,4.5649999999999995,"['BME301', 'BME423']",4
Denison,Dirk,3.52,3.36,3.44,"['ARCH543', 'ARCH593', 'ARCH545', 'ARCH597', 'ARCH497', 'ARCH419']",5
Denney,Kevin,4.88,4.25,4.5649999999999995,['IPRO497'],1
Derwent,Jennifer,3.51,3.8,3.655,"['BME419', 'BME420', 'BME445']",17
Desai,Piyush,4.5,4.63,4.5649999999999995,"['ECE412', 'ECE552']",2
Desalvo,John,4.37,4.38,4.375,"['ARCH417', 'ARCH544', 'ARCH468', 'ARCH509', 'ARCH497', 'ARCH543', 'ARCH418', 'ARCH471', 'ARCH466', 'ARCH306', 'IPRO497']",19
Dhar,Promila,4.23,4.1,4.165,"['BME320', 'BME315', 'BME335', 'IPRO497', 'BME516', 'BME301', 'BME500']",30
Diel,A. Todd,4.47,4.2,4.335,"['FPE402', 'FDSN402']",3
Ding,Yuhan,4.22,4.02,4.119999999999999,"['MATH152', 'MATH151']",4
Dirbaz,Mojtaba,4.45,4.55,4.5,"['CAE410', 'CAE525']",1
Discont,Steve,3.95,3.77,3.8600000000000003,['PSYC222'],2
Disselhorst,William,,,,['PA553'],
Ditchman,Nicole,4.51,4.26,4.385,"['PSYC557', 'PSYC562', 'PSYC513', 'PSYC563', 'PSYC380', 'PSYC575']",18
DiTeresi,Christopher,4.51,4.02,4.265,"['HUM104', 'PHIL380', 'PHIL341']",4
Dix,Rollin,3.09,3.12,3.105,"['MMAE445', 'MMAE545']",3
Dixon,Matthew,3.63,3.9,3.7649999999999997,"['MSF526', 'MSC515', 'MSF567']",5
Dluger,Marc,4.67,4.63,4.65,"['HIST337', 'HIST380']",2
Domel,August,4.18,4.18,4.18,"['CAE472', 'CAE570']",8
Donahue,John,4.6,3.8,4.199999999999999,['INTM425'],1
Dorenwendt,Heiko,4.38,4.31,4.345,['PSYC588'],1
Dorr,John,4.71,4.41,4.5600000000000005,['HUM106'],7
Downey,John,5.0,4.63,4.8149999999999995,['IPRO497'],1
Downing,James,3.53,3.53,3.53,"['BUS462', 'BUS475']",2
Du,Lili,3.95,4.01,3.98,"['CAE581', 'CAE312', 'CAE547', 'CAE523']",13
Du,Peng,4.44,4.38,4.41,"['ARCH497', 'ARCH570', 'ARCH420', 'ARCH571']",2
Duan,Jinqiao,4.27,4.24,4.255,"['MATH400', 'MATH543', 'MATH489', 'MATH544', 'MATH332', 'MATH475', 'MATH488', 'MATH605', 'MATH512', 'MATH500', 'MATH474']",10
Duecker,Susanna,4.16,3.91,4.035,"['IPRO497', 'BUS305']",2
Dunn,Keefer,,,,['ARCH497'],
Dunn,Robert,3.97,4.26,4.115,"['INTM442', 'INTM542']",2
Durango-Cohen,Elizabeth,4.4,4.35,4.375,"['BUS305', 'MSF503', 'MBA562', 'MAC502', 'MAX502', 'MBA504']",15
Durbrow,John,4.52,4.19,4.355,"['ARCH509', 'ARCH543', 'ARCH593']",2
Dushay,Mitch,3.38,3.8,3.59,"['BIOL214', 'BIOL327', 'BIOL527']",4
Duvall,Donald,3.91,3.69,3.8,['CHE470'],7
Earnhart,David,3.76,3.52,3.6399999999999997,['ARCH424'],1
Easton,Amanda,4.85,4.79,4.82,"['PSYC222', 'PSYC380', 'PSYC221', 'PSYC523']",6
Edelstein,Warren,3.77,3.86,3.815,"['MATH148', 'MATH333', 'MATH151', 'MATH251', 'MATH402']",16
Edirisinghe,Indika,4.81,4.79,4.8,"['FPE201', 'FPE401', 'FST501', 'FDSC821', 'FDSN501']",9
Edminister,James,4.11,3.99,4.050000000000001,"['NS301', 'NS302']",3
Ehrlich,David,4.62,4.54,4.58,"['EMS501', 'PA502', 'PA568', 'PA509', 'PA580', 'PA501', 'PA599', 'PA581']",16
El Rouayheb,Salim,4.08,4.11,4.095000000000001,"['ECE511', 'ECE516', 'ECE520']",6
El-Maazawi,Mohamed,4.33,3.9,4.115,"['CHEM122', 'CHEM124', 'CHEM125', 'CHEM344', 'CHEM343']",10
Ellingsen,Eric,,,,['ARCH446'],
Ellington,J Kemp,4.66,4.32,4.49,"['PSYC301', 'PSYC409', 'PSYC517', 'PSYC455', 'PSYC555']",21
Ellis,Robert,4.18,3.98,4.08,"['IPRO497', 'MATH454', 'MATH557', 'MATH332', 'MATH230', 'MATH430', 'MATH152', 'MATH453', 'MATH100', 'MATH497']",19
Elnimeiri,Mahjoub,4.14,3.96,4.05,"['ARCH489', 'ARCH551', 'ARCH488', 'ARCH601', 'ARCH230', 'ARCH497', 'ARCH485']",12
Elrad,Tzilla,3.96,3.83,3.895,"['CS545', 'CS536']",4
Emadi,Ali,4.74,4.61,4.675000000000001,"['ECE411', 'ECE752', 'ECE412', 'ECE764']",6
Emmick,William,4.2,3.65,3.925,"['ARCH226', 'ARCH125']",5
Emmons,Carol,,,,"['GLS180', 'SSCI385']",
Emrich,John,2.1,3.2,2.6500000000000004,['ITM312'],1
Endres,Paul,4.4,4.1,4.25,"['ARCH486', 'ARCH593', 'ARCH419', 'ARCH497', 'ARCH420', 'ARCH482', 'ARCH483']",6
England,Madeleine,4.62,4.33,4.475,"['ITMM470', 'ITMM482', 'ITMM570', 'TECH497', 'ITMM573', 'IT']",12
Eni,Mircea,3.82,3.28,3.55,"['ARCH107', 'ARCH108']",2
Erdim,Firat,4.5,4.33,4.415,"['ARCH109', 'ARCH201', 'ARCH110', 'ARCH202', 'LA525', 'ARCH113', 'ARCH114']",12
Erickson,John,4.48,4.19,4.335000000000001,"['MATH148', 'MATH251', 'MATH149', 'MATH151', 'MATH497', 'MATH252', 'MATH478', 'MATH230']",20
Erramilli,M Krishna,4.3,4.17,4.234999999999999,"['MBA517', 'IPMM504', 'MBA511', 'BUS510', 'BUS590', 'BUS371']",6
Faber,Pieter,3.8,3.64,3.7199999999999998,['BIOL562'],1
Fagel,Michael,4.92,4.91,4.915,"['PA597', 'PA538', 'PA537']",5
Fang,Yiwei,4.42,4.41,4.415,"['MSF534', 'MSF502', 'BUS303', 'BUS102', 'BUS497', 'MSF504', 'MSF555', 'MSF535']",12
Fanizzo,William,2.79,3.24,3.015,"['BUS361', 'BUS480']",3
Fasshauer,Gregory,4.5,4.37,4.4350000000000005,"['MATH461', 'MATH350', 'MATH100', 'MATH590', 'MATH532']",7
Fechner,Kerry,,,,['INTM547'],
Feigon,Maia,3.93,3.84,3.885,"['PSYC222', 'PSYC303', 'PSYC588']",3
Feldy,Edmund,3.32,3.69,3.505,['INTM432'],2
Felsen,Martin,4.22,4.17,4.195,"['ARCH545', 'ARCH593', 'CRP465', 'AURB465', 'ARCH419', 'ARCH420']",14
Feng,Hualong,4.02,3.95,3.985,"['MATH151', 'MATH252', 'MATH489', 'MATH152', 'MATH488', 'MATH478']",10
Ferrin,Asia,4.44,3.99,4.215,"['HUM200', 'PHIL380']",7
Field,Jerry,3.7,3.75,3.725,['INTM404'],3
Fields,Melanie,3.69,3.24,3.465,['COM421'],3
Filan,John,4.14,4.23,4.1850000000000005,['PA532'],3
Fisher,Bruce,,,,['PSYC714'],
Fisher,Thomas,4.53,4.12,4.325,"['HUM200', 'PHIL362', 'PHIL380']",2
Flanagan,Maureen,4.24,3.95,4.095000000000001,"['HIST380', 'HIST351', 'HUM200', 'HIST350']",5
Flavell,Allen,3.0,3.35,3.175,['MATH152'],1
Fleischer,Michael,,,,['PSYC301'],
Flueck,Alexander,4.43,4.35,4.39,"['ECE100', 'ECE562', 'ECE319', 'ECE557', 'ECE558', 'ECE750']",16
Flury,Frank,4.61,4.53,4.57,"['ARCH417', 'ARCH418', 'ARCH497']",14
Foley,Robert,,,,['INTM412'],
Fominaya,Adam,4.35,4.06,4.205,"['PSYC303', 'PSYC221']",3
Footlik,Robert,4.66,4.48,4.57,['INTM442'],3
Ford,James,,,,['PA578'],
Forneris,Craig,4.3,4.02,4.16,"['ARCH125', 'ARCH434', 'ARCH226', 'ARCH497']",14
Franek,William,3.81,4.04,3.925,['ENVE463'],3
Fridman,Adam,4.63,4.49,4.5600000000000005,['BUS103'],1
Friedman,Alon,3.74,3.51,3.625,"['IPRO497', 'ITM479', 'ITM302', 'ITM456', 'ITMO456', 'ITMD434']",9
Friedman,Elizabeth,3.99,4.1,4.045,"['ANTH300', 'SOC359', 'ANTH200', 'ANTH359', 'SSCI220']",12
Friedman,Laurence,3.0,3.13,3.065,"['PHYS575', 'PHYS573']",1
Fruhauff,Bradly,3.88,3.76,3.82,['LIT380'],1
Fu,Chen,5.0,4.57,4.785,['CS495'],1
Fu,Gongkang,3.69,3.89,3.79,"['CAE408', 'CAE508', 'CAE431', 'CAE525']",3
Fujimoto,Sosuke,,,,['ARCH418'],
Fukuchi,Alison,,,,"['PESL041', 'ELP841']",
Fulkerson-Smith,Brett,4.69,4.35,4.52,"['HUM102', 'PHIL380']",4
Gandara,Daniel,4.37,3.39,3.88,"['IPRO497', 'IPRO397']",5
Gandy,Lisa,3.54,4.08,3.81,['CS429'],1
Gang,Jeanne,,,,['IPRO497'],
Ganji Tanha,Mohammad Mahdi,3.92,4.0,3.96,['ECE554'],1
Gao,Jing,4.73,4.73,4.73,['COM125'],1
Garcia,Jose,4.29,4.14,4.215,['MMAE415'],1
Garelli,Glenda,,,,['PA555'],
Gatchell,David,4.1,3.6,3.8499999999999996,"['BME100', 'BME200', 'IPRO497', 'BME335', 'BME315', 'IPRO397']",12
Gates,Galen,,,,['LA497'],
Gehlhausen,Jay,3.12,3.59,3.355,['CHEM515'],1
Gehrs,Gordon,4.46,4.05,4.255,"['COM538', 'ITM312', 'COM431', 'ITM311', 'COM428']",5
Geiger,Barbara,4.59,4.36,4.475,"['ARCH445', 'LA516', 'LA497', 'LA502']",12
Geisler,Eliezer,4.19,3.85,4.0200000000000005,"['MBA503', 'MC522', 'IPMM505', 'MBA528', 'MBA506', 'MBA524']",4
Georgiadis,John,2.17,2.39,2.2800000000000002,"['BME423', 'BME330']",1
Geppert,Amanda,4.41,4.0,4.205,['IPRO497'],1
Gershbein,Joel,4.47,4.33,4.4,['MAC516'],1
Geula,Changiz,4.71,4.36,4.535,"['PSYC588', 'PSYC501', 'PSYC414']",7
Ghosh,Subhashish,4.53,4.24,4.385,"['ITMD534', 'IT']",6
Gibson,Grant,4.69,4.38,4.535,"['ARCH201', 'ARCH544']",2
Gibson,Lynda,4.69,4.63,4.66,['PSYC435'],1
Gidalevitz,David,3.75,3.81,3.7800000000000002,"['PHYS348', 'PHYS497', 'PHYS420', 'PHYS123', 'PHYS120']",14
Gidaspow,Dimitri,4.13,4.3,4.215,['CHE536'],2
Gilje,Karin,4.62,4.0,4.3100000000000005,['PHYS221'],1
Gill,Safdar,3.62,3.78,3.7,"['CAE457', 'CAE486', 'CAE564', 'CAE565']",12
Gillespie,James,2.92,3.13,3.025,['BUS480'],1
Girman,Christopher,4.55,4.35,4.449999999999999,"['LIT380', 'HUM106', 'HUM380', 'COM380', 'HUM200']",8
Glassman,Ellen,3.61,3.59,3.5999999999999996,"['AAH119', 'AAH380', 'AAH120']",16
Glavic,Boris,4.33,4.19,4.26,"['CS595', 'CS525', 'CS425', 'CS520']",8
Glodowski,Alan,4.4,3.97,4.1850000000000005,"['PHYS211', 'PHYS300', 'PHYS212', 'PHYS221', 'PHYS123']",28
Gluckin,Sari,4.13,3.81,3.9699999999999998,['IPRO497'],3
Glynn,Michael,4.62,3.91,4.265000000000001,"['ARCH201', 'IPRO497', 'ARCH202', 'ARCH305', 'ARCH306']",17
Gockerman,Bruce,4.72,4.68,4.699999999999999,"['PA503', 'PA551', 'MBA502', 'PA580', 'PA581', 'PA509', 'PA568', 'PA599', 'PA555']",15
Goharian,Nazli,4.23,4.31,4.27,"['CS425', 'CS429']",2
Goins,Bonnie,4.6,4.46,4.529999999999999,"['ITM478', 'ITM574', 'ITM579', 'TECH581', 'ITM518', 'ITMM586', 'ITMM574', 'ITMS478', 'ITMS518', 'ITMS579', 'ITMS484', 'IT']",20
Golab,Joseph,,,,['CHEM454'],
Goldberg,Joel,4.58,4.35,4.465,"['INTM477', 'INTM410']",7
Goldhar,Joel,4.2,4.29,4.245,"['MBA513', 'MBA519', 'MAC505', 'BUS590', 'MBA522', 'MAX505']",9
Goldman,Elliot,4.33,4.05,4.1899999999999995,['INTM431'],4
Goldsmith,Chandra,,,,['LA543'],
Goncharov,Yevgeny,3.77,4.16,3.965,['MSF554'],2
Gonczy,Stephen,4.8,4.43,4.615,['MMAE468'],3
Gong,Ruoting,4.35,3.79,4.07,"['MATH481', 'MATH543', 'MATH475', 'MATH374', 'MATH485']",6
Goodman,David,4.48,4.59,4.535,"['ARCH201', 'ARCH202', 'ARCH497']",4
Gopal,Gurram,4.68,4.63,4.654999999999999,"['INTM502', 'INTM427', 'INTM410', 'INT410', 'INTM597']",7
Gordon,Paul,3.6,3.78,3.69,"['MATH148', 'MATH149', 'MATH151']",10
Gordon,Ruthanna,3.85,3.6,3.725,"['PSYC222', 'PSYC423', 'PSYC503', 'PSYC310']",7
Gore,David,4.53,4.08,4.305,"['PHYS309', 'PHYS221', 'PHYS223']",2
Gorham,Aja,4.55,4.38,4.465,"['COM111', 'HUM106', 'COM421', 'COM101']",9
Gorham,Michael,4.45,4.32,4.385,"['BUS454', 'MSF593', 'BUS458', 'MSF505', 'MSF594', 'MBA509', 'MSF591', 'BUS100']",24
Gorham,Michael,4.45,4.32,4.385,"['BUS454', 'MSF593', 'BUS458', 'MSF505', 'MSF594', 'MBA509', 'MSF591', 'BUS100']",24
Gorman,Thomas,4.0,3.6,3.8,['IPRO497'],1
Gosz,Michael,4.19,4.02,4.105,"['MMAE100', 'MMAE451']",3
Gothard,Nosheen,2.94,3.55,3.245,"['CHEM122', 'CHEM240', 'CHEM237']",1
Gottlieb,Myron,4.0,3.78,3.8899999999999997,['IPRO497'],1
Grabowski,Donald,4.05,4.2,4.125,"['CAE416', 'CAE417']",5
Green,Keith,4.89,4.72,4.805,"['HIST380', 'HUM102', 'HIST322', 'HUM200', 'HIST344']",27
Greenberg,Eric,,,,['CHE511'],
Greenberg,Lee,3.58,3.64,3.6100000000000003,"['ARCH226', 'ARCH125', 'ARCH202']",4
Greven,Evan,3.87,3.4,3.635,['ARCH560'],12
Griffith,April,3.9,3.62,3.76,"['COOP012', 'COOP022', 'SSB510', 'SSB520']",1
Grimshaw,William,4.29,4.0,4.145,"['PS315', 'PS341', 'PS403', 'PS317']",1
Grinnell,David,,,,"['MC530', 'MAC515', 'MAC514']",
Grix,Bethany,4.33,4.2,4.265000000000001,['PSYC303'],1
Groesbeck,Christopher,4.22,4.27,4.244999999999999,"['ARCH419', 'ARCH420', 'ARCH497']",2
Grossman,David,4.5,4.37,4.4350000000000005,"['CS422', 'CS429']",3
Grove,Stephen,4.19,4.11,4.15,['FPE505'],5
Grudzinski,James,3.99,4.16,4.075,"['CAE530', 'MMAE451']",6
Grzesik,Thomas,2.9,3.1,3.0,['PSYC562'],1
Grzeslo,Gregory,4.31,3.76,4.035,"['ARCH201', 'ARCH202']",15
Guan,Xiyun,4.28,4.22,4.25,"['CHEM321', 'CHEM247', 'CHEM505', 'CHEM451', 'CHEM560', 'CHEM584', 'CHEM503']",8
Guen-Murray,Theresa,2.57,2.57,2.57,"['LA545', 'ARCH417']",1
Gupta,Praveen,4.51,4.39,4.449999999999999,"['ITM582', 'ITMM482']",2
Guralnick,Sidney,4.55,4.22,4.385,"['CAE435', 'CAE520', 'CAE560']",4
Gurbani,Vijay,4.56,4.36,4.46,['CS401'],17
Guthman,Jack,4.55,4.35,4.449999999999999,['ARCH562'],2
Haak,Christopher,4.38,4.38,4.38,['PSYC221'],1
Haedt Matt,Alissa,4.35,4.26,4.305,"['PSYC588', 'PSYC203', 'PSYC489', 'PSYC512', 'PSYC526', 'PSYC303']",13
Haferkamp,Bonnie,4.44,4.2,4.32,"['BIOL117', 'BIOL501', 'BME200', 'BME405', 'BME100', 'BME490', 'IPRO497', 'BME453', 'BME500', 'BME553']",22
Hahn,Allison,4.74,4.66,4.7,"['PESL021', 'PESL032', 'PESL061', 'ELP861', 'ELP862']",6
Hajek,Jeremy,4.43,4.28,4.355,"['ITM301', 'ITM444', 'ITM311', 'ITMO444', 'ITM302', 'ITMO454', 'ITMT492', 'ITMO456', 'ITMO450', 'ITMD521', 'ITMO544', 'ITMO556', 'ITMO453', 'ITMT430', 'IT']",29
Hakken,Karl,4.16,3.8,3.98,['AAH119'],1
Hale,Kyle,4.4,4.2,4.300000000000001,"['CS595', 'CS350']",1
Hall,Carrie,4.62,4.52,4.57,"['MMAE320', 'MMAE524', 'MMAE443', 'MMAE453']",7
Hall,James,4.33,4.21,4.27,"['ARCH109', 'ARCH110', 'ARCH471']",5
Hallett,Jill,4.08,3.92,4.0,"['PESL031', 'PESL042', 'PESL062', 'PESL032', 'ELP822']",1
Halvorsen,Alan,4.63,4.7,4.665,"['ARCH113', 'ARCH114']",2
Hamill-Governale,Nancy,3.71,3.37,3.54,"['IPRO497', 'INTM416']",14
Hamilton,Charles,3.71,3.8,3.755,"['BUS210', 'BUS311', 'MBA501', 'BUS212', 'BUS361']",26
Hammond,Stephen,4.14,3.88,4.01,"['IPRO497', 'BUS103', 'BUS204', 'IPRO397']",10
Hanioglu,Mehmet,3.88,4.02,3.9499999999999997,"['CAE579', 'EMGT470']",2
Hanlet,Pierrick,3.48,3.16,3.3200000000000003,"['PHYS221', 'PHYS224']",6
Hannigan,Carrie,4.77,4.62,4.695,"['LIT380', 'LIT411', 'LIT306']",14
Hanrath,Jon,4.7,4.36,4.53,"['CS105', 'CS115', 'CS485']",42
Hansen,Meghan,4.79,4.57,4.68,['PSYC221'],1
Hao,Zhipeng,3.68,4.09,3.885,['CS442'],7
Haque,Aamer,4.17,4.11,4.140000000000001,"['BME422', 'MATH151']",3
Harboe,Thomas,4.67,4.67,4.67,"['ARCH418', 'ARCH113', 'ARCH114']",1
Harley,Keith,4.96,4.7,4.83,"['EMS502', 'EMS532']",3
Harris,Geoffrey,4.86,4.75,4.805,"['MSF524', 'MSF525', 'MSF545']",3
Harris,Melvin,4.36,3.86,4.11,['SSB510'],1
Harris,Stephen,4.44,4.16,4.300000000000001,"['HUM104', 'PHIL380', 'PHIL328']",6
Hartray,John,4.26,3.54,3.9,['ARCH413'],2
Hasebe,Loraine,4.24,3.38,3.81,"['COOP032', 'SSB510']",1
Hasenfang,Dennis,,,,"['ITM469', 'ITMD469']",
Hashmi,Nazneen,3.87,3.68,3.7750000000000004,"['ITMD536', 'IT', 'ITMM572']",2
Hassan,M. Zia,,,,"['MBA520', 'MBA525']",
Haurberg,Soren,3.59,3.64,3.615,"['ITM455', 'ITMD455', 'ITMD462']",4
Hawkins,Witt,3.35,3.61,3.48,"['ITM312', 'IT312']",3
Hazard,Erin,4.68,4.48,4.58,"['ARCH321', 'AAH120', 'AAH119', 'AAH380']",10
Hazen,Timothy,4.47,4.42,4.445,"['PS230', 'PS242']",3
He,Peng,,,,['MSF525'],
Heckert,Jonathan,4.57,4.43,4.5,['ARCH202'],1
Hedrick,Laura,4.0,3.81,3.9050000000000002,['PSYC221'],1
Heffron,Anthony,4.65,4.44,4.545,"['HUM204', 'HUM380', 'HIST380']",3
Heilprin,Joel,,,,"['MSF506', 'MSF535']",
Hemphill,Libby,4.64,4.36,4.5,"['COM525', 'COM380', 'IPRO497', 'COM383', 'COM542', 'COM601', 'COM381', 'COM538']",14
Hendabadi,Sahar,4.3,4.31,4.305,"['MMAE320', 'MMAE321', 'MMAE323']",5
Henderson,Ronald,,,,"['LA497', 'ARCH419']",
Hendricks,Jerome,4.92,4.46,4.6899999999999995,['SOC351'],1
Hendry,Robert,4.57,4.43,4.5,"['ITM421', 'ITM422', 'ITM527', 'ITM526', 'ITM529', 'ITM428', 'ITMS428', 'ITMD421', 'ITMD422', 'ITMD526', 'ITMD527', 'ITMD529']",29
Henson,Amy,,,,['COM428'],
Herman,Matthew,3.67,3.57,3.62,"['ARCH421', 'ARCH552', 'ARCH551']",9
Hickernell,Fred,4.62,4.44,4.53,"['MATH565', 'MATH476', 'MATH152', 'MATH350']",8
Hickey,Susan,4.25,4.38,4.3149999999999995,"['ARCH305', 'ARCH306']",1
Hicks,Marie,4.39,4.15,4.27,"['HIST375', 'COM580', 'HIST380', 'HIST374', 'COM554', 'HIST385', 'HUM354']",19
Hicks,Roger,4.33,4.03,4.18,"['PSYC303', 'PSYC221', 'PSYC222']",6
Hield,Christopher,,,,['CS442'],
Hildt,Elisabeth,4.86,4.86,4.86,"['IPRO497', 'PHIL380', 'PHIL360']",1
Himes,Christine,,,,"['SSCI385', 'LCHS100']",
Hock,Adam,4.12,4.17,4.145,"['CHEM485', 'CHEM520', 'CHEM416', 'CHEM415', 'CHEM125', 'CHEM321']",9
Hoepf,Thomas,4.67,4.29,4.48,"['ARCH418', 'ARCH544']",3
Hoffman,Robert,4.32,4.28,4.300000000000001,['INTM430'],6
Hoffmann,Giles,4.29,3.57,3.9299999999999997,['BME200'],1
Hoffmann,Matthew,4.41,4.08,4.245,"['SOC285', 'SSCI385', 'SSCI285', 'PS306']",3
Hogan,Melanie,4.69,4.56,4.625,"['COM380', 'COM424', 'COM381']",4
Hogue,Jessica,4.4,4.04,4.220000000000001,"['LA527', 'LA526']",3
Holihan,Keith,4.57,4.43,4.5,['NS401'],1
Holland,Martin,5.0,5.0,5.0,"['LA497', 'LA546']",1
Holmgren,Neil,4.49,4.31,4.4,"['PS362', 'SOC356', 'PS340']",2
Hong,Seok Hoon,3.96,3.85,3.9050000000000002,"['CHE525', 'CHE545']",3
Hood,Cynthia,4.37,4.13,4.25,"['CS495', 'CS542', 'IPRO497', 'CS595', 'CS110', 'CS100', 'CS547', 'CS456']",13
Hood,Dennis,4.2,4.14,4.17,"['CSP587', 'ITM471', 'ITM572', 'CSP595', 'IPRO497', 'ITM573', 'CS487', 'CS115', 'ITMM572', 'ITMM471', 'ITMM573', 'CSP571', 'ITMM571', 'CS495']",43
Hopkins,Joyce,4.25,4.15,4.2,"['PSYC303', 'PSYC506', 'PSYC525', 'PSYC588', 'PSYC533', 'PSYC489', 'PSYC519', 'PSYC518', 'PSYC524']",18
Horn,Brandon,4.25,4.42,4.335,"['ARCH305', 'ARCH306']",1
Horn,Gerald,4.53,4.48,4.505000000000001,"['ARCH418', 'ARCH495', 'ARCH417']",3
Hosman,Laura,4.62,4.33,4.475,"['PS230', 'PS232', 'PS353', 'PS360', 'IPRO497', 'ANTH380', 'PS385']",16
Houlihan,Jodi,,,,['IPRO497'],
Houston,Eric,3.38,3.48,3.4299999999999997,"['PSYC303', 'PSYC510', 'PSYC520', 'PSYC330', 'PSYC505']",9
Howard,Andrew,3.98,3.9,3.94,"['BIOL401', 'BIOL495', 'BIOL403', 'BIOL555', 'PHYS561', 'BIOL504', 'BIOL115']",19
Howard,Elizabeth,4.77,4.44,4.605,"['PSYC301', 'PSYC222', 'PSYC203']",6
Howard,Joanne,4.92,4.9,4.91,"['MBA588', 'PA501', 'PA599', 'PA541', 'PA579', 'PA581', 'PA502', 'PA552', 'PA570']",11
Howell,Justin,4.37,4.28,4.325,['COM101'],2
Hoyle,Christopher,3.32,3.68,3.5,['MMAE445'],1
Hrozencik,Daniel,,,,['MATH152'],
